srcStateName,srcDistrictName,District and Taluk Court Case type,Pending cases for a period of 0 to 1 Years,Pending cases for a period of 1 to 3 Years,Pending cases for a period of 3 to 5 Years,Pending cases for a period of 5 to 10 Years,Pending cases for a period of 10 to 20 Years,Pending cases for a period of 20 to 30 Years,Pending cases over 30 Years,Pending cases,Original pending cases,Pending Appeal cases,Pending Application cases,Pending Execution cases,Cases pending at Appearance or Service-Related stage,Cases pending at Compliance or Steps or stay stage,Cases pending at Evidence or Argument or Judgement stage,Cases pending at Pleadings or Issues or Charge stage,Cases instituted in last month,Cases disposed in last month,Cases filed by Senior Citizens,Cases filed by women,Cases delayed in disposal,srcYear,As on Date,YearCode,Year
Uttar Pradesh,Azamgarh,Total,73329,39247,23979,33016,22092,5389,1201,198253,177432,2927,16153,1741,42079,2101,132706,16332,9374,1638,19560,13193,82226,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Baghpat,Civil,2469,1967,524,516,342,43,24,5885,5227,178,282,198,1423,537,2620,1301,2,44,1453,964,2655,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Baghpat,Criminal,15524,8605,12081,10265,5111,463,5,52054,48391,296,3367,0,27657,685,19689,3764,559,251,598,3383,33660,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Baghpat,Total,17993,10572,12605,10781,5453,506,29,57939,53618,474,3649,198,29080,1222,22309,5065,561,295,2051,4347,36315,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Basti,Civil,5932,5719,3524,5178,4404,1876,1111,27744,24912,611,1550,671,2782,4567,13874,6514,1,1,8631,3388,19826,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Basti,Criminal,15546,16186,15648,17571,19122,2928,381,87382,78914,289,8179,0,45510,1383,33644,6304,1110,4042,1843,6608,63898,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Basti,Total,21478,21905,19172,22749,23526,4804,1492,115126,103826,900,9729,671,48292,5950,47518,12818,1111,4043,10474,9996,83724,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Bijnor,Civil,9192,6868,2689,2767,1451,222,62,23251,21520,839,450,442,406,3028,13776,5796,61,48,4398,3132,9721,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Bijnor,Criminal,54370,46004,14450,27784,18034,3952,266,164860,155566,630,8662,2,49879,1882,61054,6031,4159,2155,1865,7192,78488,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Bijnor,Total,63562,52872,17139,30551,19485,4174,328,188111,177086,1469,9112,444,50285,4910,74830,11827,4220,2203,6263,10324,88209,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Bulandshahr,Civil,7471,7031,2151,2556,802,73,22,20106,17671,707,676,1052,3541,1934,9777,4751,10,9,4755,3674,7582,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Bulandshahr,Criminal,29560,27237,20074,29978,29533,2417,305,139104,127809,598,10697,0,82543,3633,44992,6333,3119,1882,2205,10369,90400,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Bulandshahr,Total,37031,34268,22225,32534,30335,2490,327,159210,145480,1305,11373,1052,86084,5567,54769,11084,3129,1891,6960,14043,97982,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Ayodhya,Civil,9754,10384,8312,11253,6701,1387,283,48074,42144,1104,3370,1456,3172,1894,26576,15415,530,2,9714,1787,33267,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Ayodhya,Criminal,19706,17436,34373,23588,19231,3198,689,118221,105794,2297,10113,21,37569,1285,62647,4634,3830,1345,1156,2002,81774,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Ayodhya,Total,29460,27820,42685,34841,25932,4585,972,166295,147938,3401,13483,1477,40741,3179,89223,20049,4360,1347,10870,3789,115041,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Gonda,Civil,7884,7876,6089,9686,8395,1513,363,41806,40907,418,232,249,1882,3130,26086,10060,8,3,9534,3764,25927,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Gonda,Criminal,45293,37028,15784,22455,20433,5867,660,147520,134864,503,12151,0,64643,1016,54345,9546,2471,967,2266,6710,75603,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Gonda,Total,53177,44904,21873,32141,28828,7380,1023,189326,175771,921,12383,249,66525,4146,80431,19606,2479,970,11800,10474,101530,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Kanpur Dehat,Civil,5909,4756,2533,2968,1144,109,26,17445,16172,523,376,374,177,4503,7955,4810,3,9,4093,3091,9137,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Kanpur Dehat,Criminal,35702,42437,20206,26815,17079,2029,74,144342,131964,455,11923,0,45626,3529,49365,30718,1315,1378,1230,8071,72509,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Kanpur Dehat,Total,41611,47193,22739,29783,18223,2138,100,161787,148136,978,12299,374,45803,8032,57320,35528,1318,1387,5323,11162,81646,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Maharajganj,Civil,5884,5589,3051,4245,3011,793,83,22656,21731,178,564,183,1330,3371,14728,3206,1,0,5983,3908,11838,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Maharajganj,Criminal,17974,14984,13879,19221,14323,4772,690,85843,75500,197,10145,1,44251,887,36532,3766,793,324,1770,12770,57468,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Maharajganj,Total,23858,20573,16930,23466,17334,5565,773,108499,97231,375,10709,184,45581,4258,51260,6972,794,324,7753,16678,69306,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Mathura,Civil,8239,5846,3020,3930,1471,364,197,23067,19179,1462,1653,773,66,563,17839,4568,15,28,4937,1975,11489,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Mathura,Criminal,39294,38319,28140,30374,11614,1949,101,149791,133014,1403,15375,0,52889,483,77930,14922,2963,3334,2105,6523,90099,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Mathura,Total,47533,44165,31160,34304,13085,2313,298,172858,152193,2865,17028,773,52955,1046,95769,19490,2978,3362,7042,8498,101588,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Moradabad,Civil,8233,4342,2333,2246,609,81,94,17938,15079,1664,313,882,365,1735,12863,2906,17,17,3352,2083,5423,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Moradabad,Criminal,51609,32784,16749,26707,17890,468,73,146280,138070,869,7268,73,63059,1409,71626,4880,5296,1696,1467,7398,61561,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Moradabad,Total,59842,37126,19082,28953,18499,549,167,164218,153149,2533,7581,955,63424,3144,84489,7786,5313,1713,4819,9481,66984,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Raebareli,Civil,8830,8295,5314,8629,5441,927,90,37526,36826,403,34,263,11879,993,21085,3544,8,609,8397,4438,25278,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Raebareli,Criminal,27138,37718,21709,23794,21231,2428,24,134042,124178,853,9014,0,79746,3019,34316,4692,1577,1027,1337,8956,84087,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Raebareli,Total,35968,46013,27023,32423,26672,3355,114,171568,161004,1256,9048,263,91625,4012,55401,8236,1585,1636,9734,13394,109365,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Rampur,Civil,3003,1907,865,687,238,33,23,6756,6127,312,180,137,54,1018,3958,1625,17,0,1564,1237,2905,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Rampur,Criminal,16689,18051,17648,15711,9348,1245,82,78774,73602,349,4823,0,29034,497,36809,11304,3864,1226,949,4625,55842,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Rampur,Total,19692,19958,18513,16398,9586,1278,105,85530,79729,661,5003,137,29088,1515,40767,12929,3881,1226,2513,5862,58747,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Saharanpur,Civil,9153,3639,1639,2313,1007,228,159,18138,16356,742,535,505,547,1336,12341,3633,0,1,3000,1661,13946,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Saharanpur,Criminal,115082,31132,22274,36563,22077,4676,279,232083,218793,927,12453,0,69962,3357,143226,14628,8021,1967,1856,5371,102953,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Saharanpur,Total,124235,34771,23913,38876,23084,4904,438,250221,235149,1669,12988,505,70509,4693,155567,18261,8021,1968,4856,7032,116899,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Shahjahanpur,Civil,5741,3991,1915,2278,519,52,37,14533,13719,332,157,294,765,866,9829,1896,11,16,2558,1860,6481,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Shahjahanpur,Criminal,57262,25466,30482,28067,14815,2156,168,158416,144830,468,13102,0,23154,504,84556,28919,13957,919,748,6096,84718,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Shahjahanpur,Total,63003,29457,32397,30345,15334,2208,205,172949,158549,800,13259,294,23919,1370,94385,30815,13968,935,3306,7956,91199,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Siddharthnagar,Civil,4335,4522,3333,6407,5567,1453,309,25926,25241,359,245,81,2829,5403,14175,3324,60,1,7011,2192,17296,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Siddharthnagar,Criminal,16680,14895,11052,16556,13886,3344,504,76917,60840,8633,7436,8,40161,1840,28833,2578,1255,750,1367,4485,48456,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Siddharthnagar,Total,21015,19417,14385,22963,19453,4797,813,102843,86081,8992,7681,89,42990,7243,43008,5902,1315,751,8378,6677,65752,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Sonbhadra,Civil,3052,2047,1106,1501,772,42,28,8548,7428,383,631,99,32,1291,4887,2048,0,26,1962,1064,4188,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Sonbhadra,Criminal,11084,11806,8899,10686,10871,1637,387,55370,51701,259,3410,0,3473,1871,20332,3260,875,671,583,3261,37318,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Sonbhadra,Total,14136,13853,10005,12187,11643,1679,415,63918,59129,642,4041,99,3505,3162,25219,5308,875,697,2545,4325,41506,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Sultanpur,Civil,11589,12694,11646,17421,13232,4795,1299,72676,69790,1155,1040,691,2433,8080,46751,14789,48,5,17985,7442,50335,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Sultanpur,Criminal,27422,27621,23129,37537,38144,4502,769,159124,143303,805,15006,19,66398,966,80440,9792,558,284,1822,10461,116357,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Sultanpur,Total,39011,40315,34775,54958,51376,9297,2068,231800,213093,1960,16046,710,68831,9046,127191,24581,606,289,19807,17903,166692,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Unnao,Civil,7360,6113,3316,4838,2585,503,53,24768,23850,265,383,270,800,1161,13524,9268,13,3,6347,2668,33151,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Unnao,Criminal,28236,19684,14287,13351,10563,2725,188,89034,76371,189,12474,0,34245,5811,43695,3486,4170,9928,1153,5619,87317,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Unnao,Total,35596,25797,17603,18189,13148,3228,241,113802,100221,454,12857,270,35045,6972,57219,12754,4183,9931,7500,8287,120468,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Farrukhabad,Civil,5624,4144,2912,3079,1245,203,68,17275,16168,497,289,321,235,5452,10974,451,13,13,3056,2203,8887,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Farrukhabad,Criminal,34065,12190,9839,11740,10076,2006,126,80042,64504,2635,12903,0,23783,3936,42823,1381,5774,5127,1152,5784,35847,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Farrukhabad,Total,39689,16334,12751,14819,11321,2209,194,97317,80672,3132,13192,321,24018,9388,53797,1832,5787,5140,4208,7987,44734,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Hamirpur,Civil,2293,2273,1558,1656,807,65,17,8669,7907,180,417,165,38,503,5739,2380,0,0,2332,1332,5307,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Hamirpur,Criminal,34966,11999,7689,10442,8385,2220,356,76057,71206,51,4800,2,31293,287,22519,19118,2683,573,466,4115,32885,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Hamirpur,Total,37259,14272,9247,12098,9192,2285,373,84726,79113,231,5217,167,31331,790,28258,21498,2683,573,2798,5447,38192,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Hathras,Civil,4536,3012,1444,1620,923,144,79,11758,9649,539,1186,384,2353,882,7335,658,90,42,1895,1639,5288,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Hathras,Criminal,32594,10996,10399,14062,8967,1846,59,78923,75621,491,2811,0,39134,1017,15179,1816,1565,609,907,3361,44484,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Hathras,Total,37130,14008,11843,15682,9890,1990,138,90681,85270,1030,3997,384,41487,1899,22514,2474,1655,651,2802,5000,49772,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Jhansi,Civil,5875,3666,2396,3032,1187,167,15,16338,14164,591,878,705,126,1819,10678,3680,8,5,3339,1838,7824,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Jhansi,Criminal,21360,18915,14984,21552,13464,1576,31,91882,83949,441,7492,0,38866,1319,43669,6613,2724,1577,1526,6303,58527,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Jhansi,Total,27235,22581,17380,24584,14651,1743,46,108220,98113,1032,8370,705,38992,3138,54347,10293,2732,1582,4865,8141,66351,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Balrampur,Civil,3313,3183,2419,5073,2178,447,83,16696,16448,169,4,75,166,1686,8821,6009,2,0,3612,2125,12142,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
Uttar Pradesh,Balrampur,Criminal,33215,17985,7732,9212,8199,2630,249,79222,73955,224,5027,14,40677,279,22328,958,1488,442,718,2225,37418,2024,10-Jul-2024,2024,"Calendar Year (Jan - Dec), 2024"
